Distance,Point,B,L,H,Density_Cs_min,Density_Cs_max,,Density_Sr_min,Density_Sr_max,log-normal,SA_Cs-137,SA_Sr-90,Soil_Type,Soil_Subtype,Soil_Granulometry,Plant_Formation,Plant_Type,Age,"Wood_Stock, m3/ha",Wood_ATF_Cs-137,Wood_ATF_Sr-90,Leaf_Cs-137,Leaf_Sr-90,SA_Cs_Wood,Leaf,Dose_external,Dose_internal (inhal.),3.90E-08,1.60E-07,1.00E-08,1.41,internal (inhal.),internal (inhal.),internal (inhal.),internal (inhal.) 2040 h,internal (inhal.) 2040 h,internal (inhal.) 2040 h,,,
157.8,,,,,555,1480,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,бывшие сельхоугодья,,,,,,,,,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4416,31.4855,"53.441575,31.4855"
157.9,,,,,555,1480,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,бывшие сельхоугодья,,,,,,,,,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4423,31.4863,"53.4423,31.4863"
158,89.90,53.4423,31.4863,0.19,555,1480,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,бывшие сельхоугодья,,,,,,,,,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4435,31.4861,"53.4435,31.4861"
158.1,91,53.4435,31.4861,0.24,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,бывшие сельхоугодья,,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4441,31.4860,"53.4441,31.4859666666666"
158.2,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,бывшие сельхоугодья,,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4447,31.4858,"53.4447,31.4858333333333"
158.3,,,,,185,555,,"5,55",18.5,,7400,93,Дерново-подзолистые,автоморфные,песок,бывшие сельхоугодья,сосняк,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4453,31.4857,"53.4453,31.4857"
158.4,92,53.4453,31.4857,0.3,185,555,,"5,55",18.5,,7400,93,Дерново-подзолистые,автоморфные,песок,бывшие сельхоугодья,сосняк,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4460,31.4856,"53.446,31.4856"
158.5,93,53.446,31.4856,0.17,185,555,,"5,55",18.5,,7400,93,Дерново-подзолистые,автоморфные,песок,бывшие сельхоугодья,сосняк,,,,,,,,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4469,31.4865,"53.4468714285714,31.4864714285714"
158.6,,,,,185,555,,"5,55",18.5,,7400,93,Дерново-подзолистые,автоморфные,песок,сосна,мшистый,70,210,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4477,31.4873,"53.4477428571428,31.4873428571428"
158.7,,,,,185,555,,"5,55",18.5,,7400,93,Дерново-подзолистые,автоморфные,песок,сосна,мшистый,70,210,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4486,31.4882,"53.4486142857142,31.4882142857142"
158.8,,,,,185,555,,"5,55",18.5,,7400,93,Дерново-подзолистые,автоморфные,песок,сосна,мшистый,70,210,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4495,31.4891,"53.4494857142857,31.4890857142857"
158.9,,,,,185,555,,"5,55",18.5,,7400,93,Дерново-подзолистые,автоморфные,песок,сосна,мшистый,70,210,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4504,31.4900,"53.4503571428571,31.4899571428571"
159,,,,,185,555,,"5,55",18.5,,7400,93,Дерново-подзолистые,автоморфные,песок,сосна,мшистый,70,210,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4512,31.4908,"53.4512285714285,31.4908285714285"
159.1,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4521,31.4917,"53.4521,31.4917"
159.2,94,53.4521,31.4917,0.26,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4531,31.4927,"53.4531,31.492725"
159.3,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4541,31.4938,"53.4541,31.49375"
159.4,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4551,31.4948,"53.4551,31.494775"
159.5,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4561,31.4958,"53.4561,31.4958"
159.6,95,53.4561,31.4958,0.32,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4568,31.4966,"53.4568227272727,31.496559090909"
159.7,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4575,31.4973,"53.4575454545454,31.4973181818181"
159.8,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4583,31.4981,"53.4582681818181,31.4980772727272"
159.9,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4590,31.4988,"53.4589909090909,31.4988363636363"
160,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4597,31.4996,"53.4597136363636,31.4995954545454"
160.1,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4604,31.5004,"53.4604363636363,31.5003545454545"
160.2,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",мшистый,70,77,2.58,7.21,"24,63","83,37",1431.9,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4612,31.5011,"53.461159090909,31.5011136363636"
160.3,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4619,31.5019,"53.4618818181818,31.5018727272727"
160.4,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4626,31.5026,"53.4626045454545,31.5026318181818"
160.5,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4633,31.5034,"53.4633272727272,31.5033909090909"
160.6,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4641,31.5042,"53.46405,31.50415"
160.7,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4648,31.5049,"53.4647727272727,31.504909090909"
160.8,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4655,31.5057,"53.4654954545454,31.5056681818181"
160.9,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4662,31.5064,"53.4662181818181,31.5064272727272"
161,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4669,31.5072,"53.4669409090909,31.5071863636363"
161.1,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4677,31.5079,"53.4676636363636,31.5079454545454"
161.2,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4684,31.5087,"53.4683863636363,31.5087045454545"
161.3,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4691,31.5095,"53.469109090909,31.5094636363636"
161.4,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4698,31.5102,"53.4698318181818,31.5102227272727"
161.5,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4706,31.5110,"53.4705545454545,31.5109818181818"
161.6,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4713,31.5117,"53.4712772727272,31.5117409090909"
161.7,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4720,31.5125,"53.472,31.5125"
161.8,96,53.472,31.5125,0.42,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"сосна, береза",черничный,8,20,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4728,31.5132,"53.4727833333333,31.5131583333333"
161.9,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4736,31.5138,"53.4735666666666,31.5138166666666"
162,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4744,31.5145,"53.47435,31.5144749999999"
162.1,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4751,31.5151,"53.4751333333333,31.5151333333333"
162.2,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,1.79,3.7,"30,32","130,4",993.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4759,31.5158,"53.4759166666666,31.5157916666666"
162.3,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,1.97,14.34,"6,43","45,75",1093.35,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4767,31.5165,"53.4767,31.51645"
162.4,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,1.97,14.34,"6,43","45,75",1093.35,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4775,31.5171,"53.4774833333333,31.5171083333333"
162.5,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,1.97,14.34,"6,43","45,75",1093.35,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4783,31.5178,"53.4782666666666,31.5177666666666"
162.6,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,2.91,7.62,"24,63","83,37",1615.05,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4791,31.5184,"53.47905,31.518425"
162.7,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,2.91,7.62,"24,63","83,37",1615.05,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4798,31.5191,"53.4798333333333,31.5190833333333"
162.8,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,2.91,7.62,"24,63","83,37",1615.05,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4806,31.5197,"53.4806166666666,31.5197416666666"
162.9,,,,,185,555,,"5,55",18.5,,2775,93,Дерново-подзолистые,автоморфные,песок,"береза, осина",папоротниковый,20,89,2.91,7.62,"24,63","83,37",1615.05,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4814,31.5204,"53.4814,31.5204"
163,97,53.4814,31.5204,0.46,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",1215.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4822,31.5212,"53.4821627118644,31.5212118644067"
163.1,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",1215.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4829,31.5220,"53.4829254237288,31.5220237288135"
163.2,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",1215.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4837,31.5228,"53.4836881355932,31.5228355932203"
163.3,,,,,185,555,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",1215.45,,0.34,3.5E-04,,,,,3.1E-04,4.2E-05,3.5E-04,6.2E-01,8.5E-02,7.1E-01,53.4845,31.5236,"53.4844508474576,31.5236474576271"
163.4,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4852,31.5245,"53.485213559322,31.5244593220339"
163.5,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4860,31.5253,"53.4859762711864,31.5252711864406"
163.6,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4867,31.5261,"53.4867389830508,31.5260830508474"
163.7,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4875,31.5269,"53.4875016949152,31.5268949152542"
163.8,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4883,31.5277,"53.4882644067796,31.527706779661"
163.9,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4890,31.5285,"53.489027118644,31.5285186440677"
164,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4898,31.5293,"53.4897898305084,31.5293305084745"
164.1,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4906,31.5301,"53.4905525423728,31.5301423728813"
164.2,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4913,31.5310,"53.4913152542372,31.5309542372881"
164.3,,,,,555,1480,,"5,55",18.5,,2220,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4921,31.5318,"53.4920779661017,31.5317661016949"
164.4,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4928,31.5326,"53.4928406779661,31.5325779661016"
164.5,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4936,31.5334,"53.4936033898305,31.5333898305084"
164.6,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4944,31.5342,"53.4943661016949,31.5342016949152"
164.7,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4951,31.5350,"53.4951288135593,31.535013559322"
164.8,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4959,31.5358,"53.4958915254237,31.5358254237288"
164.9,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4967,31.5366,"53.4966542372881,31.5366372881355"
165,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4974,31.5374,"53.4974169491525,31.5374491525423"
165.1,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4982,31.5383,"53.4981796610169,31.5382610169491"
165.2,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"береза, осина",папоротниковый,20,89,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4989,31.5391,"53.4989423728813,31.5390728813559"
165.3,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"сосна, ель, береза",мшистый,80,264,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.4997,31.5399,"53.4997050847457,31.5398847457627"
165.4,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"сосна, ель, береза",мшистый,80,264,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.5005,31.5407,"53.5004677966101,31.5406966101694"
165.5,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"сосна, ель, береза",мшистый,80,264,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.5012,31.5415,"53.5012305084745,31.5415084745762"
165.6,,,,,555,1480,,"5,55",18.5,,5920,74,Дерново-подзолистые,автоморфные,супесь,"сосна, ель, береза",мшистый,80,264,2.19,6.69,"24,63","83,37",3241.2,,0.80,8.6E-04,,,,,8.1E-04,4.2E-05,8.6E-04,1.7E+00,8.5E-02,1.7E+00,53.5020,31.5423,"53.5019932203389,31.542320338983"
